timestamp,session_id,raw_icp_text,normalized_icp_json,apollo_companies_count,coresignal_enriched_count,leads_generated_count,domain_enrichment_attempts,domain_enrichment_successes,processing_time_seconds,errors
2025-10-04T14:53:44.401728,1f55265c,"Target HR SaaS / recruitment platforms, recruiting agencies, or enterprises hiring aggressively. Companies with 100?1000 employees, ARR $5M+. Personas: Head of Talent, VP HR, CTO. 
","{""personas"":[{""name"":""Head of Talent"",""title_regex"":[""^(Head of Talent|Talent Lead).*$""],""seniority"":[""Director""],""functions"":[""Human Resources""]},{""name"":""VP HR"",""title_regex"":[""^(VP|Vice President|V\\.P\\.) HR.*$""],""seniority"":[""Executive""],""functions"":[""Human Resources""]},{""name"":""CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]}],""company_filters"":{""employee_count"":{""min"":100,""max"":1000},""arr_usd"":{""min"":5000000,""max"":null},""industries"":[""HR SaaS"",""Recruitment"",""Enterprise""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""SaaS"",""Recruitment Agency"",""Enterprise""],""technologies"":null,""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":null,""keywords"":[""HR SaaS"",""recruitment"",""hiring""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Head of Talent"",""VP HR"",""CTO""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,60,1,1,468.7824070453644,[]
2025-10-04T18:36:54.831748,1cd6a853,"Target HR SaaS / recruitment platforms, recruiting agencies, or enterprises hiring aggressively. Companies with 100?1000 employees, ARR $5M+. Personas: Head of Talent, VP HR, CTO. 
","{""personas"":[{""name"":""Head of Talent"",""title_regex"":[""^(Head of Talent|Head of Recruiting|Head of People).*$""],""seniority"":[""Executive""],""functions"":[""Human Resources""]},{""name"":""VP HR"",""title_regex"":[""^(VP|Vice President|V\\.P\\.).*HR|Human Resources|Talent|People""],""seniority"":[""Executive""],""functions"":[""Human Resources""]},{""name"":""CTO"",""title_regex"":[""^(Chief Technology Officer|CTO|Chief Technical Officer).*$""],""seniority"":[""Executive""],""functions"":[""Technology""]}],""company_filters"":{""employee_count"":{""min"":100,""max"":1000},""arr_usd"":{""min"":5000000,""max"":null},""industries"":[""HR SaaS"",""Recruitment Platforms"",""Recruiting Agencies"",""Enterprise""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""SaaS"",""Enterprise""],""technologies"":null,""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":null,""keywords"":[""HR SaaS"",""recruitment platforms"",""recruiting agencies"",""enterprise"",""hiring aggressively""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Head of Talent"",""VP HR"",""CTO""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,52,1,1,388.028329372406,[]
2025-10-05T02:51:39.179937,16b5caa5,"target SaaS companies with 50 to 200 employees, generating $5M to $20M","{""personas"":[{""name"":""General"",""title_regex"":[""^(CEO|Founder|President|COO|CTO|CFO|CDO|CMO|VP|Director|Manager).*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Executive"",""Technology"",""Operations"",""Finance"",""Marketing""]}],""company_filters"":{""employee_count"":{""min"":50,""max"":200},""arr_usd"":{""min"":5000000,""max"":20000000},""industries"":[""SaaS""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""SaaS""],""technologies"":null,""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":null,""keywords"":[""SaaS"",""50-200 employees"",""5M-20M revenue""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""General""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,8,41,0,0,275.6016263961792,[]
2025-10-05T04:03:44.905695,90a28c87,CEOs of AI startups founded in 2023 later with recent series A funding with 10 to 20 employees.,"{""personas"":[{""name"":""CEO"",""title_regex"":[""^(Chief Executive Officer|CEO|Chief Executive).*$""],""seniority"":[""Executive""],""functions"":[""Executive""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":20},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Artificial Intelligence""],""locations"":null,""cities"":null,""states"":null,""countries"":null,""founded_year_min"":2023,""founded_year_max"":2023,""company_types"":[""Startup""],""technologies"":null,""funding_stage"":[""Series A""],""total_funding_min"":null,""total_funding_max"":null,""company_size"":null,""keywords"":[""AI"",""startup"",""Series A""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""CEO""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,9,34,2,2,279.8999116420746,[]
2025-10-05T11:27:33.688835,68163a39,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.).*$"",""^(Director|Dir\\.).*$"",""^(Manager|Mgr\\.).*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Startups""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""Sales Tools""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startups"",""sales tools""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,9,26,1,1,135.68701696395874,[]
2025-10-05T13:33:13.235550,c2f306b8,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.)\\s*(Sales|Revenue|Growth).*$"",""^(Director|Dir\\.)\\s*(Sales|Revenue|Growth).*$"",""^(Head of|Chief)\\s*(Sales|Revenue|Growth).*$"",""^(Sales|Revenue|Growth)\\s*(Manager|Mgr\\.).*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Software""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""Sales Tools""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startup"",""sales tools""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,40,1,1,168.92827320098877,[]
2025-10-05T15:24:14.137571,a9a143f2,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.) Sales.*$"",""^(Director|Dir\\.) Sales.*$"",""^(Manager|Mgr\\.) Sales.*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Startup""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":null,""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startup"",""sales tools""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,26,1,1,127.95977687835693,[]
2025-10-05T15:30:05.347013,fd3e0a37,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.).*$"",""^(Director|Dir\\.).*$"",""^(Manager|Mgr\\.).*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Startup""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""Sales Tools""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startup"",""sales tools"",""California""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,26,1,1,115.09457683563232,[]
2025-10-05T15:34:06.470207,4565879a,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.).*$""],""seniority"":[""Executive""],""functions"":[""Sales""]},{""name"":""Sales Manager"",""title_regex"":[""^(Manager|Mgr\\.).*$""],""seniority"":[""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Startup""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""Sales Tools""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startup"",""sales tools""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader"",""Sales Manager""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,26,1,1,125.75252914428711,[]
2025-10-05T15:40:36.333628,15dbae90,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.) Sales.*$"",""^(Director|Dir\\.) Sales.*$"",""^(Manager|Mgr\\.) Sales.*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Startup""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":null,""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startup"",""sales tools""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,26,1,1,118.24612593650818,[]
2025-10-05T15:46:00.570305,f64b838b,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.).*$"",""^(Director|Dir\\.).*$"",""^(Manager|Mgr\\.).*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Startup""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""Sales Tools""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startup"",""sales tools""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,26,1,1,120.40457797050476,[]
2025-10-05T15:53:19.878553,fb809e5f,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.)\\s*(Sales|Revenue|Growth).*$"",""^(Director|Dir\\.)\\s*(Sales|Revenue|Growth).*$"",""^(Head of|Head\\s*)\\s*(Sales|Revenue|Growth).*$"",""^(Manager|Mgr\\.)\\s*(Sales|Revenue|Growth).*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Software""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""Sales Tools""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startup"",""sales tools""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,11,40,1,1,154.29186391830444,[]
2025-10-05T18:03:36.629776,dafdbd47,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.) Sales.*$"",""^(Director|Dir\\.) Sales.*$"",""^(Manager|Mgr\\.) Sales.*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Startups""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""Sales Tools""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startups"",""sales tools""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,9,26,1,1,126.49663996696472,[]
2025-10-05T21:00:50.378093,18c29a00,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.).*$"",""^(Director|Dir\\.).*$"",""^(Manager|Mgr\\.).*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Startup""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""Sales Tools""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startup"",""sales tools"",""California""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,26,1,1,124.53495693206787,[]
2025-10-06T13:37:05.512970,28253d52,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.).*$"",""^(Director|Dir\\.).*$"",""^(Manager|Mgr\\.).*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Software""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""Sales Tools""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startup"",""sales tools""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,10,40,0,0,173.23480868339539,[]
2025-10-06T13:52:28.558263,addd2270,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.) Sales.*$"",""^(Director|Dir\\.) Sales.*$"",""^(Manager|Mgr\\.) Sales.*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Startup""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":[""Sales Tools""],""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""tech startup"",""sales tools"",""California""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,9,26,0,0,120.65162014961243,[]
2025-10-06T15:47:48.673027,f0b22fa5,Looking for tech startups with 10-50 employees in California who need sales tools.,"{""personas"":[{""name"":""Sales Leader"",""title_regex"":[""^(VP|Vice President|V\\.P\\.).*$"",""^(Director|Dir\\.).*$"",""^(Manager|Mgr\\.).*$""],""seniority"":[""Executive"",""Director"",""Manager""],""functions"":[""Sales""]}],""company_filters"":{""employee_count"":{""min"":10,""max"":50},""arr_usd"":{""min"":null,""max"":null},""industries"":[""Technology"",""Startup""],""locations"":[""California""],""cities"":null,""states"":[""California""],""countries"":[""United States""],""founded_year_min"":null,""founded_year_max"":null,""company_types"":[""Startup""],""technologies"":null,""funding_stage"":null,""total_funding_min"":null,""total_funding_max"":null,""company_size"":[""Small""],""keywords"":[""sales tools"",""tech startup""],""exclude_keywords"":null},""signals_required"":[],""negative_keywords"":[],""required_fields_for_qualify"":[""domain"",""industry"",""employee_count_band"",""revenue_band"",""company_linkedin_url""],""contact_persona_targets"":{""per_company_min"":3,""per_company_max"":5,""persona_order"":[""Sales Leader""]},""stage_overrides"":{""budget_cap_per_lead_usd"":1.5,""finder_pct"":10,""research_pct"":35,""contacts_pct"":25,""verify_pct"":20,""synthesis_pct"":5,""intent_pct"":5}}",10,9,26,0,0,132.51839208602905,[]
2025-10-15T02:14:07.371586,2889f529,Can you get me CTOs or VP Engineering from mid-size AI companies?,null,10,12,70,2,2,583.6452169418335,[]
